SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_Y100000589	SAMEA2622843	ERS492932	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.45	0.8	TARA_125_MIX_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(dry)_W0.45-0.8_Y100000589	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	1.7355-7.41	P00DT19H48M	2	0.045	0.045	0.05475	0.0645	0.0645	0.55825	0.55825	0.566	0.57375	0.57375	3.153	3.153	3.47525	3.7975	3.7975	1.15125	1.15125	1.24575	1.34025	1.34025
TARA_Y100000591	SAMEA2622842	ERS492931	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.22	0.45	TARA_125_MIX_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(dry)_W0.22-0.45_Y100000591	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	1.7355-7.41	P00DT19H48M	2	0.045	0.045	0.05475	0.0645	0.0645	0.55825	0.55825	0.566	0.57375	0.57375	3.153	3.153	3.47525	3.7975	3.7975	1.15125	1.15125	1.24575	1.34025	1.34025
TARA_Y100000593	SAMEA2622841	ERS492930	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.1	0.22	TARA_125_MIX_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(dry)_W0.1-0.22_Y100000593	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	1.7355-7.41	P00DT19H48M	2	0.045	0.045	0.05475	0.0645	0.0645	0.55825	0.55825	0.566	0.57375	0.57375	3.153	3.153	3.47525	3.7975	3.7975	1.15125	1.15125	1.24575	1.34025	1.34025
TARA_Y100000588	SAMEA2622823	ERS492894	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_125_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000588	"tara_20110808t1739z_125_event_cast,tara_20110808t2118z_125_event_cast"	0.004131-6.7594	P00DT00H05M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_Y100000590	SAMEA2622822	ERS492893	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_125_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100000590	"tara_20110808t1739z_125_event_cast,tara_20110808t2118z_125_event_cast"	0.004131-6.7594	P00DT00H05M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_Y100000592	SAMEA2622821	ERS492892	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.1	0.22	TARA_125_SRF_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.1-0.22_Y100000592	"tara_20110808t1739z_125_event_cast,tara_20110808t2118z_125_event_cast"	0.004131-6.7594	P00DT00H05M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_Y100001934	SAMEA2622801	ERS492868	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.45	0.8	TARA_124_MIX_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(dry)_W0.45-0.8_Y100001934	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	12.1418-14.7404	P00DT16H47M	2	0.353	0.353	0.3535	0.354	0.354	0.48575	0.48575	0.4885	0.49125	0.49125	1.1845	1.1845	1.19925	1.214	1.214	1.46775	1.46775	1.469	1.47025	1.47025
TARA_Y100001936	SAMEA2622800	ERS492867	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	0.45	TARA_124_MIX_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(dry)_W0.22-0.45_Y100001936	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	12.1418-14.7404	P00DT16H47M	2	0.353	0.353	0.3535	0.354	0.354	0.48575	0.48575	0.4885	0.49125	0.49125	1.1845	1.1845	1.19925	1.214	1.214	1.46775	1.46775	1.469	1.47025	1.47025
TARA_Y100001938	SAMEA2622799	ERS492866	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.1	0.22	TARA_124_MIX_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(dry)_W0.1-0.22_Y100001938	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	12.1418-14.7404	P00DT16H47M	2	0.353	0.353	0.3535	0.354	0.354	0.48575	0.48575	0.4885	0.49125	0.49125	1.1845	1.1845	1.19925	1.214	1.214	1.46775	1.46775	1.469	1.47025	1.47025
TARA_Y100001933	SAMEA2622765	ERS492820	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_124_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100001933	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_Y100001935	SAMEA2622764	ERS492819	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_124_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100001935	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_Y100001937	SAMEA2622763	ERS492818	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.1	0.22	TARA_124_SRF_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.1-0.22_Y100001937	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_Y100001956	SAMEA2622738	ERS492783	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.45	0.8	TARA_123_MIX_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(dry)_W0.45-0.8_Y100001956	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	0.48628-0.95491	P00DT21H45M	2	1.46575	1.46575	1.46875	1.47175	1.47175	0.65945	0.65945	0.6607	0.66195	0.66195	5.4315	5.4315	5.44175	5.452	5.452	1.177	1.177	1.18375	1.1905	1.1905
TARA_Y100001960	SAMEA2622737	ERS492782	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.22	0.45	TARA_123_MIX_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(dry)_W0.22-0.45_Y100001960	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	0.48628-0.95491	P00DT21H45M	2	1.46575	1.46575	1.46875	1.47175	1.47175	0.65945	0.65945	0.6607	0.66195	0.66195	5.4315	5.4315	5.44175	5.452	5.452	1.177	1.177	1.18375	1.1905	1.1905
TARA_Y100001963	SAMEA2622736	ERS492781	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.1	0.22	TARA_123_MIX_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(dry)_W0.1-0.22_Y100001963	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	0.48628-0.95491	P00DT21H45M	2	1.46575	1.46575	1.46875	1.47175	1.47175	0.65945	0.65945	0.6607	0.66195	0.66195	5.4315	5.4315	5.44175	5.452	5.452	1.177	1.177	1.18375	1.1905	1.1905
TARA_Y100001954	SAMEA2622716	ERS492739	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_123_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100001954	"tara_20110731t1725z_123_event_cast,tara_20110731t2007z_123_event_cast"	0.11502-0.71357	P00DT00H04M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_Y100001958	SAMEA2622715	ERS492738	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_123_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100001958	"tara_20110731t1725z_123_event_cast,tara_20110731t2007z_123_event_cast"	0.11502-0.71357	P00DT00H04M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_Y100001968	SAMEA2622696	ERS492705	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.45	0.8	TARA_122_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(dry)_W0.45-0.8_Y100001968	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	6.9563-8.2893	P01DT20H02M	2	0.084833	0.084833	0.092792	0.10075	0.10075	0.580417	0.580417	0.582933	0.58545	0.58545	2.557	2.557	2.67775	2.7985	2.7985	1.8015	1.8015	1.907042	2.012583	2.012583
TARA_Y100001970	SAMEA2622695	ERS492704	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.22	0.45	TARA_122_DCM_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(dry)_W0.22-0.45_Y100001970	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	6.9563-8.2893	P01DT20H02M	2	0.084833	0.084833	0.092792	0.10075	0.10075	0.580417	0.580417	0.582933	0.58545	0.58545	2.557	2.557	2.67775	2.7985	2.7985	1.8015	1.8015	1.907042	2.012583	2.012583
TARA_Y100001973	SAMEA2622694	ERS492703	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.1	0.22	TARA_122_DCM_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(dry)_W0.1-0.22_Y100001973	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	6.9563-8.2893	P01DT20H02M	2	0.084833	0.084833	0.092792	0.10075	0.10075	0.580417	0.580417	0.582933	0.58545	0.58545	2.557	2.557	2.67775	2.7985	2.7985	1.8015	1.8015	1.907042	2.012583	2.012583
TARA_Y100001947	SAMEA2622678	ERS492685	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.45	0.8	TARA_122_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(dry)_W0.45-0.8_Y100001947	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	3.4432-4.8663	P00DT22H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_Y100001949	SAMEA2622677	ERS492684	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.22	0.45	TARA_122_MES_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(dry)_W0.22-0.45_Y100001949	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	3.4432-4.8663	P00DT22H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_Y100001951	SAMEA2622676	ERS492683	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.1	0.22	TARA_122_MES_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(dry)_W0.1-0.22_Y100001951	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	3.4432-4.8663	P00DT22H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_Y100001978	SAMEA2622658	ERS492648	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_122_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100001978	"tara_20110726t1739z_122_event_cast,tara_20110726t2114z_122_event_cast"	0.62988-2.0075	P00DT00H24M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_Y100001980	SAMEA2622657	ERS492647	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_122_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100001980	"tara_20110726t1739z_122_event_cast,tara_20110726t2114z_122_event_cast"	0.62988-2.0075	P00DT00H24M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_Y100001972	SAMEA2622656	ERS492646	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.1	0.22	TARA_122_SRF_0.1-0.22	SEQ-(dry)_W0.1-0.22	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.1-0.22_Y100001972	"tara_20110726t1739z_122_event_cast,tara_20110726t2114z_122_event_cast"	0.62988-2.0075	P00DT00H24M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_Y100001001	SAMEA2621295	ERS490722	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.45	0.8	TARA_078_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100001001	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.0054-3.2038	P00DT19H26M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_Y100000994	SAMEA2621278	ERS490697	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	118	122	0.45	0.8	TARA_078_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(dry)_W0.45-0.8_Y100000994	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.2973-2.1901	P00DT01H09M	1	0.053	0.053	0.053	0.053	0.053	0	0	0	0	0	0.104	0.104	0.104	0.104	0.104	0.319	0.319	0.319	0.319	0.319
TARA_Y100000996	SAMEA2621277	ERS490696	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	118	122	0.22	0.45	TARA_078_DCM_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(dry)_W0.22-0.45_Y100000996	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.2973-2.1901	P00DT01H09M	1	0.053	0.053	0.053	0.053	0.053	0	0	0	0	0	0.104	0.104	0.104	0.104	0.104	0.319	0.319	0.319	0.319	0.319
TARA_Y100000991	SAMEA2621260	ERS490665	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_078_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000991	"tara_20101104t1024z_078_event_cast,tara_20101104t1708z_078_event_cast"	0.16125-3.5701	P00DT00H00M	2	0	0	0	0	0	0	0	0	0.016	0.016	0.017	0.017	0.026	0.035	0.035	0.481	0.481	0.749	1.017	1.017
TARA_Y100000992	SAMEA2621259	ERS490664	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_078_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100000992	"tara_20101104t1024z_078_event_cast,tara_20101104t1708z_078_event_cast"	0.16125-3.5701	P00DT00H00M	2	0	0	0	0	0	0	0	0	0.016	0.016	0.017	0.017	0.026	0.035	0.035	0.481	0.481	0.749	1.017	1.017
TARA_Y100000815	SAMEA2621242	ERS490643	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.45	0.8	TARA_076_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100000815	"tara_20101016t1415z_076_event_cast,tara_20101016t1009z_076_event_cast"	1.9965-16.5492	P00DT18H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_Y100000814	SAMEA2621222	ERS490603	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	148	152	0.45	0.8	TARA_076_DCM_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(dry)_W0.45-0.8_Y100000814	"tara_20101016t1415z_076_event_cast,tara_20101016t1009z_076_event_cast"	4.4524-18.7506	P00DT02H44M	2	0.014618	0.014618	0.047654	0.080689	0.080689	0.038438	0.038438	0.051522	0.064606	0.064606	0	0	0	0	0	0.712116	0.712116	0.712116	0.712116	0.712116
TARA_Y100000817	SAMEA2621221	ERS490602	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	148	152	0.22	0.45	TARA_076_DCM_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(dry)_W0.22-0.45_Y100000817	"tara_20101016t1415z_076_event_cast,tara_20101016t1009z_076_event_cast"	4.4524-18.7506	P00DT02H44M	2	0.014618	0.014618	0.047654	0.080689	0.080689	0.038438	0.038438	0.051522	0.064606	0.064606	0	0	0	0	0	0.712116	0.712116	0.712116	0.712116	0.712116
TARA_Y100000813	SAMEA2621204	ERS490548	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_076_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000813	"tara_20101016t1009z_076_event_cast,tara_20101016t1415z_076_event_cast"	1.7268-16.2729	P00DT00H12M	1	0.001404	0.001404	0.001404	0.001404	0.001404	0.055883	0.055883	0.055883	0.055883	0.055883	0	0	0	0	0	0.814172	0.814172	0.814172	0.814172	0.814172
TARA_Y100000816	SAMEA2621203	ERS490547	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	0.45	TARA_076_SRF_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.22-0.45_Y100000816	"tara_20101016t1009z_076_event_cast,tara_20101016t1415z_076_event_cast"	1.7268-16.2729	P00DT00H12M	1	0.001404	0.001404	0.001404	0.001404	0.001404	0.055883	0.055883	0.055883	0.055883	0.055883	0	0	0	0	0	0.814172	0.814172	0.814172	0.814172	0.814172
TARA_Y100000780	SAMEA2621101	ERS490382	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.45	0.8	TARA_070_MES_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.45-0.8_Y100000780	"tara_20100921t1158z_070_event_cast,tara_20100921t0707z_070_event_cast,tara_20100922t1033z_070_event_cast"	1.2796-4.7985	P00DT00H00M	1	0.01	0.01	0.01	0.01	0.01	2.522	2.522	2.522	2.522	2.522	36.73	36.73	36.73	36.73	36.73	44.86	44.86	44.86	44.86	44.86
TARA_Y100000782	SAMEA2621099	ERS490380	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.22	0.45	TARA_070_MES_0.22-0.45	SEQ-(dry)_W0.22-0.45	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(dry)_W0.22-0.45_Y100000782	"tara_20100921t1158z_070_event_cast,tara_20100921t0707z_070_event_cast,tara_20100922t1033z_070_event_cast"	1.2796-4.7985	P00DT00H00M	1	0.01	0.01	0.01	0.01	0.01	2.522	2.522	2.522	2.522	2.522	36.73	36.73	36.73	36.73	36.73	44.86	44.86	44.86	44.86	44.86
TARA_Y100000766	SAMEA2621076	ERS490337	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.45	0.8	TARA_070_SRF_0.45-0.8	SEQ-(dry)_W0.45-0.8	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(dry)_W0.45-0.8_Y100000766	"tara_20100921t0707z_070_event_cast,tara_20100921t1158z_070_event_cast,tara_20100922t1033z_070_event_cast"	0.23967-3.8926	P00DT00H10M	2	0.039	0.039	0.0465	0.054	0.054	0.254	0.254	0.309	0.364	0.364	0.617	0.617	0.8015	0.986	0.986	0.935	0.935	1.1485	1.362	1.362
