SampleID_Tara	Campaign	Station	Event	Env feature_abbrev	Env feature	Shannon_Darwin_mean_all	Shannon_Darwin_month_all	Shannon_Darwin_mean_grp	Shannon_Darwin_month_grp	Shannon_Physat_month	Shannon_Physat_mean	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	miTAG.SILVA.Richness	wFDc	OG.Richness	OG.Evenness
TARA_N000000625	TARA_20101031Z	TARA_078	TARA_20101104T1424Z_078_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.084879	0.559083	0.006772	0.461009	0.738561	0.65728	NA	NA	NA	NA	NA	NA	NA
TARA_A100001335	TARA_20091214Z	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	NA	NA	NA	NA	NA	NA	NA
TARA_A100001332	TARA_20091214Z	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	NA	NA	NA	NA	NA	NA	NA
TARA_A100001645	TARA_20091214Z	TARA_030	TARA_20091215T1305Z_030_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	NA	NA	NA	NA	NA	NA	NA
TARA_A100001644	TARA_20091214Z	TARA_030	TARA_20091215T1305Z_030_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	NA	NA	NA	NA	NA	NA	NA
TARA_A100001649	TARA_20091214Z	TARA_030	TARA_20091215T1244Z_030_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	3185.33354	3026.731429	6.378839697	2214.98	7.115040546	12611.5	0.753523663
TARA_A100001648	TARA_20091214Z	TARA_030	TARA_20091215T1244Z_030_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	3185.33354	3026.731429	6.378839697	2214.98	7.115040546	12611.5	0.753523663
TARA_A100001647	TARA_20091214Z	TARA_030	TARA_20091215T1113Z_030_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	3185.33354	3026.731429	6.378839697	2214.98	7.115040546	12611.5	0.753523663
TARA_A100001641	TARA_20091214Z	TARA_030	TARA_20091215T1041Z_030_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	3185.33354	3026.731429	6.378839697	2214.98	7.115040546	12611.5	0.753523663
TARA_A100001639	TARA_20091214Z	TARA_030	TARA_20091215T1041Z_030_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.239124	0.276754	0.05146	0.083447	0.227495	0.393525	3185.33354	3026.731429	6.378839697	2214.98	7.115040546	12611.5	0.753523663
TARA_A100000557	TARA_20091111Z	TARA_023	TARA_20091118T1632Z_023_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.309499	0.501187	0.456978	0.545525	0.245502	0.542748	NA	NA	NA	NA	NA	NA	NA
TARA_A100000556	TARA_20091111Z	TARA_023	TARA_20091118T1352Z_023_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.309499	0.501187	0.456978	0.545525	0.245502	0.542748	NA	NA	NA	NA	NA	NA	NA
TARA_A100000560	TARA_20091111Z	TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.309499	0.501187	0.456978	0.545525	0.245502	0.542748	NA	NA	NA	NA	NA	NA	NA
TARA_A100000555	TARA_20091111Z	TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.309499	0.501187	0.456978	0.545525	0.245502	0.542748	NA	NA	NA	NA	NA	NA	NA
