SampleID_Tara	Campaign	Station	Event	Env feature_abbrev	Env feature	Shannon_Darwin_mean_all	Shannon_Darwin_month_all	Shannon_Darwin_mean_grp	Shannon_Darwin_month_grp	Shannon_Physat_month	Shannon_Physat_mean	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	miTAG.SILVA.Richness	wFDc	OG.Richness	OG.Evenness
TARA_N000002785	TARA_20120314Z	TARA_152	TARA_20120319T0958Z_152_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.542868	0.593537	0.531123	0.559559	0.693857	0.574202	4331.365456	4176.869955	6.821128944	3084.24	7.183301526	14842.8	0.747850224
TARA_N000002106	TARA_20120212Z	TARA_147	TARA_20120218T2123Z_147_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.386692	0.621574	0.056925	0.299405	0.513443	0.483964	NA	NA	NA	NA	NA	NA	NA
TARA_N000003044	TARA_20111124Z	TARA_139	TARA_20111215T2007Z_139_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.657741	0.92998	0.528339	0.637302	0.382552	0.405685	NA	NA	NA	NA	NA	NA	NA
TARA_N000003041	TARA_20111124Z	TARA_139	TARA_20111215T1745Z_139_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.657741	0.92998	0.528339	0.637302	0.382552	0.405685	NA	NA	NA	NA	NA	NA	NA
TARA_N000003015	TARA_20111124Z	TARA_138	TARA_20111211T1945Z_138_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.602965	0.786346	0.48013	0.60206	0.32027	0.433796	4312.041092	4146.2201	6.63935405	2984.4	7.123800616	16960.1	0.731500451
TARA_N000002406	TARA_20110928Z	TARA_132	TARA_20111005T0335Z_132_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.486663	0.671284	0.463578	0.804277	0.71775	0.607278	5351.604577	5076.794995	6.561389685	3384.58	7.124965977	17993.8	0.727202007
TARA_N000002346	TARA_20110826Z	TARA_130	TARA_20110913T2025Z_130_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.605657	0.763786	0.497052	0.627954	0.411145	0.439414	NA	NA	NA	NA	NA	NA	NA
TARA_N000002347	TARA_20110826Z	TARA_130	TARA_20110913T1833Z_130_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.605657	0.763786	0.497052	0.627954	0.411145	0.439414	NA	NA	NA	NA	NA	NA	NA
TARA_N000002316	TARA_20110826Z	TARA_129	TARA_20110911T1956Z_129_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.561134	0.722886	0.465819	0.577102	0.339966	0.441359	NA	NA	NA	NA	NA	NA	NA
TARA_N000002320	TARA_20110826Z	TARA_129	TARA_20110911T1824Z_129_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.561134	0.722886	0.465819	0.577102	0.339966	0.441359	NA	NA	NA	NA	NA	NA	NA
