SamplingEvent_ID	BioSample	SRA	Sample name	bottle_id	collection_date	cruise_id	cruise_station	depth	env_biome	purl_biome	env_feature	purl_feature	env_material	purl_material	geo_loc_name	geotraces_section	lat	lon
	SAMN07136721	SRS2329565	S0254	1155674	6/17/11	TAN1109	GT15	31	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-32.495	-157.9945
	SAMN07136720	SRS2329569	S0253	1155698	6/17/11	TAN1109	GT15	14	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-32.495	-157.9945
	SAMN07136719	SRS2329571	S0252	1155512	6/17/11	TAN1109	GT14	101	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-32.46367	-159.01933
	SAMN07136698	SRS2329753	S0229	637418	3/13/11	JC057	8	11	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-35.0093	-39.431
	SAMN07136697	SRS2329754	S0228	637124	3/12/11	JC057	7	148	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-37.8305	-41.1248
	SAMN07136696	SRS2329752	S0227	637133	3/12/11	JC057	7	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-37.8305	-41.1248
	SAMN07136695	SRS2329750	S0226	637139	3/12/11	JC057	7	9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-37.8305	-41.1248
	SAMN07136694	SRS2329749	S0225	636980	3/11/11	JC057	6	149	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-39.9648	-42.4232
	SAMN07136693	SRS2329551	S0224	636989	3/11/11	JC057	6	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-39.9648	-42.4232
	SAMN07136692	SRS2329694	S0223	636995	3/11/11	JC057	6	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-39.9648	-42.4232
	SAMN07136691	SRS2329692	S0222	638285	3/10/11	JC057	5	150	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-42.364	-44.0318
	SAMN07136690	SRS2329683	S0221	638294	3/10/11	JC057	5	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-42.364	-44.0318
	SAMN07136689	SRS2329681	S0220	638300	3/10/11	JC057	5	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-42.364	-44.0318
	SAMN07136688	SRS2329641	S0219	638141	3/9/11	JC057	4	149	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-44.7117	-45.5265
	SAMN07136687	SRS2329640	S0218	638150	3/9/11	JC057	4	51	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-44.7117	-45.5265
	SAMN07136686	SRS2329635	S0217	638156	3/9/11	JC057	4	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-44.7117	-45.5265
	SAMN07136685	SRS2329633	S0216	637997	3/8/11	JC057	3	151	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-46.907	-47.179
	SAMN07136684	SRS2329637	S0215	638006	3/8/11	JC057	3	51	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-46.907	-47.179
	SAMN07136683	SRS2329636	S0214	638012	3/8/11	JC057	3	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-46.907	-47.179
	SAMN07136682	SRS2329875	S0213	637709	3/6/11	JC057	2	150	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-48.9358	-48.7933
	SAMN07136681	SRS2329873	S0212	637718	3/6/11	JC057	2	51	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-48.9358	-48.7933
	SAMN07136680	SRS2329871	S0211	637724	3/6/11	JC057	2	11	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-48.9358	-48.7933
	SAMN07136679	SRS2329870	S0210	637574	3/5/11	JC057	1	49	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-49.5475	-52.6885
	SAMN07136678	SRS2329874	S0209	637580	3/5/11	JC057	1	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-49.5475	-52.6885
	SAMN07136677	SRS2329872	S0207	639407	3/27/11	JC057	18	150	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-0.1915	-32.8745
	SAMN07136676	SRS2329869	S0206	639416	3/27/11	JC057	18	61	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-0.1915	-32.8745
	SAMN07136675	SRS2329864	S0205	639422	3/27/11	JC057	18	9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-0.1915	-32.8745
	SAMN07136674	SRS2329867	S0204	639191	3/25/11	JC057	17	149	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-2.6505	-28.9172
	SAMN07136673	SRS2329868	S0203	639200	3/25/11	JC057	17	65	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-2.6505	-28.9172
	SAMN07136672	SRS2329560	S0202	639206	3/25/11	JC057	17	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-2.6505	-28.9172
	SAMN07136671	SRS2329561	S0201	638912	3/24/11	JC057	16	149	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-5.6667	-28.4572
	SAMN07136670	SRS2329558	S0200	638921	3/24/11	JC057	16	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-5.6667	-28.4572
	SAMN07136669	SRS2329559	S0199	638927	3/24/11	JC057	16	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-5.6667	-28.4572
	SAMN07136668	SRS2329556	S0198	638840	3/23/11	JC057	15	135	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-9.1608	-28.0012
	SAMN07136667	SRS2329557	S0197	638849	3/23/11	JC057	15	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-9.1608	-28.0012
	SAMN07136666	SRS2329555	S0196	638855	3/23/11	JC057	15	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-9.1608	-28.0012
	SAMN07136665	SRS2329554	S0195	638552	3/20/11	JC057	13	143	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-17.0173	-30.6052
	SAMN07136664	SRS2329552	S0193	638696	3/22/11	JC057	14	149	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-12.8957	-29.2335
	SAMN07136663	SRS2329553	S0192	638705	3/22/11	JC057	14	49	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-12.8957	-29.2335
	SAMN07136662	SRS2329727	S0191	638711	3/22/11	JC057	14	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-12.8957	-29.2335
	SAMN07136661	SRS2329726	S0190	638561	3/20/11	JC057	13	49	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-17.0173	-30.6052
	SAMN07136660	SRS2329723	S0189	638336	3/18/11	JC057	12	150	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-22.4732	-32.7487
	SAMN07136659	SRS2329725	S0188	638345	3/18/11	JC057	12	49	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-22.4732	-32.7487
	SAMN07136658	SRS2329721	S0187	638351	3/18/11	JC057	12	9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-22.4732	-32.7487
	SAMN07136657	SRS2329720	S0186	639749	3/17/11	JC057	11	151	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-26.0867	-34.2585
	SAMN07136656	SRS2329722	S0185	639758	3/17/11	JC057	11	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-26.0867	-34.2585
	SAMN07136655	SRS2329717	S0184	639764	3/17/11	JC057	11	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-26.0867	-34.2585
	SAMN07136654	SRS2329719	S0183	639677	3/15/11	JC057	10	150	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-29.0538	-35.8078
	SAMN07136653	SRS2329718	S0182	639686	3/15/11	JC057	10	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-29.0538	-35.8078
	SAMN07136652	SRS2329836	S0181	639692	3/15/11	JC057	10	11	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-29.0538	-35.8078
	SAMN07136651	SRS2329834	S0180	639533	3/14/11	JC057	9	149	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-32.092	-37.4563
	SAMN07136650	SRS2329838	S0179	639548	3/14/11	JC057	9	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-32.092	-37.4563
	SAMN07136649	SRS2329839	S0178	637403	3/13/11	JC057	8	151	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-35.0093	-39.431
	SAMN07136648	SRS2329842	S0177	637412	3/13/11	JC057	8	49	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA02	-35.0093	-39.431
